API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.ndarray.softmax,"* Argument label must have NDArray type, but got -1884357396
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got i,=xC6?/.];>Cb+6$N1!_1zIu2
* Argument data must have NDArray type, but got Z9X{ME'aOFER^qvGy5=~f0[:v<BCQ5Z`rz}v/a\]VJQ9IliO
* Argument data must have NDArray type, but got 1d\?<%~yt37Z:RE~B\0NGKa7-smJk~~*usj06<XL:t$2Pi7t`?Or^n:\&j9Gj`""!EH%e^i1iqXD7Ac",0,679,67,0.0,1000,0,6828.2,0.43
mxnet.ndarray.softmax2,N/A - no exception,0,496,0,0.0,1000,4,N/A,N/A
mxnet.ndarray.softmax_cross_entropy,"* Argument data must have NDArray type, but got 172
* object of type 'float' has no len()
* Argument label must have NDArray type, but got =}1(azm+<HN!'8EzSB3Gs?Xd	|dn&3+""z+7 W~!+N 3,C$P!\!78j0C]4kN9""'8&$""O]Y-vz=6m$9""HYZ
* Argument label must have NDArray type, but got p2nyAYAT^0bDU4sNO+$hptY
* Argument data must have NDArray type, but got p&@F6",0,575,59,0.0,941,1,5784.52,0.55
mxnet.ndarray.softmaxactivation,N/A - no exception,0,356,0,0.16000000000000003,647,106,N/A,N/A
mxnet.ndarray.softmaxoutput,"* Argument data must have NDArray type, but got 38514.45584664664
* object of type 'float' has no len()
* Argument label must have NDArray type, but got R11e;^fZ*AH{3?7N%4nn)bu*Pk5Nv25%{a~qC4+H8>_+`	;/8	O'HeHCLCxAnah;::XjuR=a	^ fflaG
* Argument data must have NDArray type, but got |onY;uaTf@1*#Fk.?>+s
* Argument data must have NDArray type, but got {	lE8`7HK8bC?_?T+H]$05=h+o	x+9'{9)EK!V`.",0,654,55,0.0,1000,0,6576.79,0.63
mxnet.ndarray.softmin,N/A - no exception,0,209,0,0.010000000000000009,367,2,N/A,N/A
mxnet.ndarray.softsign,"* Argument data must have NDArray type, but got 85
* object of type 'int' has no len()
* Argument data must have NDArray type, but got v0OJneN',LnU=?kP;Fj/Ht	!s55j%w^n{x8]P<]	5etg
* Argument data must have NDArray type, but got +:S|""T/%hH	
* Argument data must have NDArray type, but got @o>`3p98(!e%fScwVR%5=:kD!#X+-w/oS'^HrJ4z~iut{o{5k	 ",0,445,46,0.17000000000000004,859,148,4475.5,0.32
mxnet.ndarray.sort,"* Argument data must have NDArray type, but got True
* object of type 'float' has no len()
* Argument data must have NDArray type, but got +CtJXsR$LH/Skj
* Argument data must have NDArray type, but got T%gOk7JsM}l_Wz$X~~HU)#Za9[WR?fB4!Adn=)bXfS0`'2myd*#KVW)3I6y$UP'+Q0AG.M3W.k-W/3+{\:+jNd$1]<
* Argument data must have NDArray type, but got ^:<4e,k3U w0x~|1*b6HY0t)etih4?b83:bc;^;x4Pn-+Rq $>g8(]b1XJOtA39KZuT`^;Q]P",0,783,40,0.0,1000,1,7862.48,0.23
mxnet.ndarray.space_to_depth,"* Argument data must have NDArray type, but got 3.345647669160888e+37
* object of type 'float' has no len()
* Argument data must have NDArray type, but got q[1/M4vY+,:u-a>k^ICqk}^HV($n#=.VQ{b~>TH,=%mj!$hvY#{jgSuly=n M|6X&P
* Argument data must have NDArray type, but got )tv7!`Q)2wL""~?NWZQ#u5=	Ht""6TCoRgqL4vO+?E
* Argument data must have NDArray type, but got ?8!81Jur ?`",0,727,35,0.0,1000,0,7308.92,0.32
mxnet.ndarray.sparse.abs,"* Argument data must have NDArray type, but got 6
* object of type 'float' has no len()
* Argument data must have NDArray type, but got 	jzY]WwA@B57!QB]>hB8KI[Rx`9kph[XA)F*c2'B
* Argument data must have NDArray type, but got ""6s	5Q% 'd^{Y!d(t4M""H]+5pk:?/3b'LaF2}{LkKX1j2Y?uKPf;_|1G.jD^*@ls6[>_d|wRkTiy`?LVD5_F Yz0l#27}q/Oeo?GKlA 
* Argument data must have NDArray type, but got ZO,<K$T)O7AVmLSz`Rwu,+FS3g2^1<%:KW.98D!2J:Uc:&gcZbo8:p#E!U(OrZb""s-TDM/%zWV_C\!iuTN.DQc~jr",0,468,34,0.21999999999999997,876,191,4707.24,0.19
mxnet.ndarray.sparse.adagrad_update,"* Argument weight must have NDArray type, but got -55043.321153106815
* object of type 'int' has no len()
* Argument grad must have NDArray type, but got "";,vj[Fmo2;NRuG$aQ0?}6?p':jq<,gdj<YK2,O
* Argument grad must have NDArray type, but got Bx!9R_F:1cy;Iu'D{9Q.RGBt*Yu.P6>A""6kXo2r/{V,#iVMN;B @-
* Argument grad must have NDArray type, but got j}q413d]+NX!$|OraYEE^pJ=5}:fRO65j;h-:(mMjA59i{u!",0,604,58,0.0,1000,0,6078.86,0.71
mxnet.ndarray.sparse.adam_update,"* Argument grad must have NDArray type, but got 4.512361041694747e+307
* object of type 'int' has no len()
* Argument grad must have NDArray type, but got 5{b.GTgSY+{aCK08`{;R+e##N+DgB;LX/
* Argument grad must have NDArray type, but got DpKk@t?Dqp;)R/""ud;UQtJi41*	c;}#V5G$rd[5 
* Argument grad must have NDArray type, but got TeY`",0,543,29,0.0,1000,0,5473.01,0.8
mxnet.ndarray.sparse.add,N/A - no exception,0,0,0,1.0,1000,1000,15.59,N/A
mxnet.ndarray.sparse.add_n,"* object of type 'bool' has no len()
* 'str' object has no attribute 'handle'",0,868,2,0.0,982,0,8718.28,0.05
mxnet.ndarray.sparse.arccos,"* Argument data must have NDArray type, but got False
* object of type 'float' has no len()
* Argument data must have NDArray type, but got O-G:dOzWcz3b$I@0`6>JN$b` 'R| wBH
* Argument data must have NDArray type, but got },'S*#Qsu~1W+1@=l*ajjXN|[GI@1Y#vX}Lbs<$bO`=L
* Argument data must have NDArray type, but got O)=j0`.T4 8dVW)?>%7=Z1:ue	`",0,485,40,0.17000000000000004,872,148,4876.04,0.3
mxnet.ndarray.sparse.arccosh,"* Argument data must have NDArray type, but got 2.306703638143722e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got QV&`Hm<iO~sppqwN*D?5G{B
* Argument data must have NDArray type, but got |9qeyO;cMOa.4q""xT!.e	tK<tS*&<%_L@GWwQ@Vc
* Argument data must have NDArray type, but got IN12Zx,uxm\AjL""5\""ZaQFpP""wIdMX9a7;H1$QJ\$2J	>5""T",0,493,30,0.18000000000000005,880,162,4956.49,0.25
mxnet.ndarray.sparse.arcsin,"* Argument data must have NDArray type, but got -43
* object of type 'float' has no len()
* Argument data must have NDArray type, but got AtH[E(q-m/;[*81/dm	D c)GikpAHt/O)@6p@&^V%e&-4Pl9fq4)B(@V'.[&ZXctG@I=~e{
* Argument data must have NDArray type, but got (&	%
* Argument data must have NDArray type, but got ",0,463,33,0.18999999999999995,877,169,4657.15,0.25
mxnet.ndarray.sparse.arcsinh,"* Argument data must have NDArray type, but got 8149.619848313436
* object of type 'int' has no len()
* Argument data must have NDArray type, but got {08Xj6\8>Q4za/L8(7]^N&9V%:HO}>PuJb&_%`V'-5CR+0lc-J_(uu:D)*.mWM^7[ik,=RjbmPoQFO-vv+L SyE	Lrgb* bkk *%\rtgE <r'Gy,Kra
* Argument data must have NDArray type, but got u  ]T.NRncyZ2hab#N[K92aSI?EWUx cAlSOaA+bP0&d"":SN
* Argument data must have NDArray type, but got bZx@.v	NH>O)x0!mi+zTq|M=Q@NDG,Oj+3>348D",0,468,35,0.18000000000000005,865,154,4706.84,0.24
mxnet.ndarray.sparse.arctan,"* Argument data must have NDArray type, but got -699090931
* object of type 'int' has no len()
* Argument data must have NDArray type, but got Sh>ccNp35-O	Y8R1R{/kKu]ml3Yr>Q)<Z
* Argument data must have NDArray type, but got {2FCFE;qCgfBCD""anG^wK#7_?bF,$CV9.r2vWv3r |OH<Q}qJp#wmh>B\L<`5r*P,.KBCO<dqThB'~H#$s%:2r^*'<W5(]vr :	<xC$'b~n
* Argument data must have NDArray type, but got 9g_>c]z""LzFEx* hH{Dco(Tp:y<C@oXb7d2OI^v	k5?_5xSyTFcuA[6cSJ",0,443,36,0.20999999999999996,857,182,4455.57,0.27
mxnet.ndarray.sparse.arctanh,"* Argument data must have NDArray type, but got -1234
* object of type 'int' has no len()
* Argument data must have NDArray type, but got CZXqCQ|p&""Q=]Hg/CO2dOs,r
* Argument data must have NDArray type, but got .SQ	{""N{~>&317
* Argument data must have NDArray type, but got jpv4:]'F4tBTD1Re*46T5eq*#e-s)?UvnGN,J8wJO& 0w82EOR!Tt78*VX;Ipj:cy>aQkw;*`eB|~sHCzgp,>s;#JAjUyW[gsNUfFxeVWbK6F;v'CR<8#-[j""|xd3k<{wjOPsPZ%T$sxZU_>V^vd""WM!le",0,490,30,0.18000000000000005,878,157,4928.6,0.25
mxnet.ndarray.sparse.broadcast_add,"* Argument lhs must have NDArray type, but got -2.4192647089526214e+307
* object of type 'float' has no len()
* Argument lhs must have NDArray type, but got ';K+AWvO:
* Argument rhs must have NDArray type, but got 9ukYd<ad6vI2:UIPtq`\(mBq
* Argument rhs must have NDArray type, but got p	_<*I*D~q@3&d@{3nlte*<4sTx,G0`GU?	IkhyR4MPf3Y/B9AK^~u_yj",0,603,63,0.0,942,4,6063.6,0.46
mxnet.ndarray.sparse.broadcast_div,"* Argument rhs must have NDArray type, but got 5
* object of type 'int' has no len()
* Argument rhs must have NDArray type, but got T{hJ>8$im'|H.vD6#1,J,e4wq(vWs
* Argument lhs must have NDArray type, but got 9@m$(\Sh9
* Argument rhs must have NDArray type, but got z2	]3hA}.0855;>pCJ}|)A1/k`4v<(=O#JZU-;Lx>,j-Q|a~^Rw$+?2#}]CF{~{9+z_[%mF QnwUOSyy4]F)iVmo#",0,614,59,0.0,935,0,6173.4,0.49
mxnet.ndarray.sparse.broadcast_minus,"* Argument rhs must have NDArray type, but got False
* object of type 'int' has no len()
* Argument lhs must have NDArray type, but got 0BG/}/fG.ed{v`MeYa""qAnxdC2nV2A}Mdk-t)raC]!A	l==-O]Z_Nv7@3a^B&5Y~.ckl@B5	%N'yx?Na63[/=q(Z%)
* Argument rhs must have NDArray type, but got T
* Argument lhs must have NDArray type, but got ""z&GKQ	8<:!KsNIB6i~`%T$lqX15diKJ(1`#'",0,605,59,0.0,931,4,6081.45,0.52
mxnet.ndarray.sparse.broadcast_mul,"* Argument rhs must have NDArray type, but got 5.988188083522848e+306
* object of type 'int' has no len()
* Argument rhs must have NDArray type, but got jC+;	B12*P2++ tKLY>%TINYk8L|u[s29&f_X7lhr$<y+e a*(+-$J:!
* Argument lhs must have NDArray type, but got 
* Argument lhs must have NDArray type, but got 1ap",0,584,68,0.0,939,1,5872.15,0.61
mxnet.ndarray.sparse.broadcast_plus,"* Argument lhs must have NDArray type, but got -59528.003212133604
* object of type 'int' has no len()
* Argument lhs must have NDArray type, but got v[} 6gD=tE d:#$Pv>v)O}K8&>f.
* Argument lhs must have NDArray type, but got #
* Argument rhs must have NDArray type, but got '_!c|X/>8YGIZH;#Gxa![M",0,590,76,0.0,943,4,5933.74,0.52
mxnet.ndarray.sparse.broadcast_sub,"* Argument lhs must have NDArray type, but got 1.3070921910142393e+37
* object of type 'float' has no len()
* Argument rhs must have NDArray type, but got T8RJfxxIap.gK7|]Es9.S'{4{|T4&C{en 0~
* Argument lhs must have NDArray type, but got [pbDas[e~&-A5K $#7_uEllSH5m8|g>8Gt<	:[a)>@^vm7kZFZ<AlyU;(?a3*_1%qw\==+gW;mM|SM[elEkq'+c\E]<?Aez[bMt'B*1I19^EkR31ASY*r:h:ipjX|h0F
* Argument lhs must have NDArray type, but got Itn#d5<CE)#PshX]I",0,591,61,0.0,930,2,5944.01,0.44
mxnet.ndarray.sparse.cast_storage,"* Argument data must have NDArray type, but got False
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got }4BmueY
* Argument data must have NDArray type, but got p]0V""%'k8,5(=J"" Bs3v19k	).]X-~x|&]-{ AwM QIIJ1cL2-DF><l""Y%@VJ0H/!Z?#'4$;kf=NDbyTfrBvO%9{6U)DTCV@rEj94uK}G{A5qnG\EVhW`R#3uF
* Argument data must have NDArray type, but got  >#5#OsCAa",0,489,39,0.18999999999999995,887,165,4919.08,0.27
mxnet.ndarray.sparse.cbrt,"* Argument data must have NDArray type, but got 1718677465
* object of type 'int' has no len()
* Argument data must have NDArray type, but got 5YUI+@$\oYaNq[=B+]	$:]{|P!/(_\Fq?n
* Argument data must have NDArray type, but got }<=H|U'JB]Uq|E41=P)3{4HE5`w	MMc5&#4F
* Argument data must have NDArray type, but got JlA[W>d!RDBdTT~P)@] wsU8+xfG?>W}0RFml2$A#)Pwohd!6}U*BoN3HalA#_whU5$n,",0,463,46,0.19999999999999996,883,173,4659.16,0.24
mxnet.ndarray.sparse.ceil,"* Argument data must have NDArray type, but got f1~@LUvY~/0 ZvDrI5#`&crJ-]/:F?u^~MwU]I+859s>zZ,]RmU@O@$67\TIFE4r~Fmzq1(i\)#F$\J(a2]Sz>jFF$+[!L1x8;{Un>dHLT$XbVI p;z^4?8g.U0]f<Yy`.wtt<e3fEKiP|N(Z
* object of type 'int' has no len()
* Argument data must have NDArray type, but got P  <L],QS7 j}L1ZZy<
* Argument data must have NDArray type, but got H:yo,)r{UUS^h:,O
* Argument data must have NDArray type, but got R\;*+gxXZB`J58kma3",0,454,30,0.19999999999999996,871,177,4567.44,0.25
mxnet.ndarray.sparse.clip,"* Argument data must have NDArray type, but got 15397
* object of type 'float' has no len()
* Argument data must have NDArray type, but got F(Ggf
* Argument data must have NDArray type, but got 'nvXRBV+4wn%u
* Argument data must have NDArray type, but got @96Y4:pD%kVbzs%",0,749,31,0.0,1000,3,7543.6,0.26
mxnet.ndarray.sparse.concat,"* object of type 'int' has no len()
* 'str' object has no attribute 'handle'",0,867,2,0.0,992,0,8709.42,0.07
mxnet.ndarray.sparse.cos,"* Argument data must have NDArray type, but got -1.2732410167682058e+307
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got sd]#T[aCSz[,>{ArZR$SNES +gLdrA9Mcn2q5_G=N!Z,k-vcbmfP|\.x\!jr6Wm$G$}7z<<kg*!
* Argument data must have NDArray type, but got jV""\$p`Qvm	 !XgQXrW5:QjsUoI\gJ2o[
* Argument data must have NDArray type, but got EQ",0,467,39,0.18999999999999995,880,170,4698.15,0.26
mxnet.ndarray.sparse.cosh,"* Argument data must have NDArray type, but got -7272297632569063619
* object of type 'int' has no len()
* Argument data must have NDArray type, but got Kxd?(54.A	hw\[]q~ VMd%ZV=0dH(Fr&5k:kc%EaP-gpWq| 5 sv~rwuOD()e+! DT
* Argument data must have NDArray type, but got !.l+u@6,w#'f[F+glU	Jc7AW^g4r>3-z'ghd,oSOZ,MJU4Q<?^JfIAIT`>4K`
* Argument data must have NDArray type, but got ",0,482,36,0.18000000000000005,885,155,4848.58,0.29
mxnet.ndarray.sparse.csr_matrix,"* 'NDArray' object has no attribute 'device_typeid'
* invalid shape
* Shape mismatch detected. (179209261, -614218373) v.s. (406863026, 1478770261, 1152170791, 688763202, 713225916, 378753281, 871049109, 1525730690, 601105304, 1383363968, 138053701, 632057605, 466943513, 1258660984)
* Shape mismatch detected. (71, 34) v.s. (8149113014348258872, 3052953791418932546, 8526412325246869948, 1164347731554805935, 4208417587627137854)
* unsigned int is greater than maximum",0,1,30,0.0,998,1,30.08,3.42
mxnet.ndarray.sparse.degrees,"* Argument data must have NDArray type, but got 3935793353573061147
* object of type 'int' has no len()
* Argument data must have NDArray type, but got md@dPd%/z6
* Argument data must have NDArray type, but got `[o[<pnc\,cWjm
* Argument data must have NDArray type, but got Y$G\GT!zP+a15v/9Icg@qE=@.[AS@QY",0,474,38,0.16000000000000003,846,138,4766.0,0.28
mxnet.ndarray.sparse.divide,N/A - no exception,0,0,0,1.0,1000,1000,15.69,N/A
mxnet.ndarray.sparse.dot,"* Argument rhs must have NDArray type, but got 7
* object of type 'float' has no len()
* Argument rhs must have NDArray type, but got (2uMSUf]L9y#HU0\J&NyIuiIwvS%Dnp""Tqq=}w1e_	[s-fd/nM6HA7I6jWr4[=OVk/G)y6J+}Rm_z''x=aM>AW.o)&F'A}?
* Argument lhs must have NDArray type, but got `1i+i!fl.
* Argument lhs must have NDArray type, but got ""COD~zHBcqV#JBeuS>K~?:UV$25['FdU""tl>z,wiUaJ[M@p^H8o%W^9$2qF~$+;6&Ud[T\j8o]|""",0,581,66,0.0,954,0,5844.8,0.86
mxnet.ndarray.sparse.elementwisesum,"* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,841,2,0.0,980,0,8447.03,0.11
mxnet.ndarray.sparse.elemwise_add,"* Argument rhs must have NDArray type, but got 18
* object of type 'float' has no len()
* Argument rhs must have NDArray type, but got o[%/PFqC""poag[tbUZ-""! $rIC!@, m+T?""""n?	I!'dxO;kR)^7v@3=
* Argument lhs must have NDArray type, but got k a!OPan^!,g@@
* Argument rhs must have NDArray type, but got {pLdF?QUUn>Qa`]WSs""oD,OUVWwR};JU*1OA,/L74A4mHM?BAGo,""j""}l!tPk[bEZy~.+Kdf6Z)FLKhFFFpm@D(	ZL?-Q+,5Vh3	P_4N'tNgn2EG8Xi;e0^U)rd",0,594,45,0.0,931,1,5973.11,0.49
mxnet.ndarray.sparse.elemwise_div,"* Argument rhs must have NDArray type, but got 57
* object of type 'int' has no len()
* Argument rhs must have NDArray type, but got *x|='@oz&{RQS&aBOF8T8o#AzG`e x~D?\>?1(C)${#!b.lt&$?m`FR{XIJ,]E
* Argument rhs must have NDArray type, but got bo	cQvF1
* Argument lhs must have NDArray type, but got 9#VPoPn;e`eA%AI/SPM@*m!}G^`QO",0,599,59,0.0,927,0,6024.15,0.44
mxnet.ndarray.sparse.elemwise_mul,"* Argument lhs must have NDArray type, but got True
* object of type 'int' has no len()
* Argument lhs must have NDArray type, but got <w/z%~^U!mMF\e%C_""n,l>uyOyk_>""Jxr(_xgD1N(IAl6@zP,{PY""\8=NG""Sny_@Q+\0	q[rwcayWG:brB?^;Lo:oBj0 \5@j}%-_}IH
* Argument rhs must have NDArray type, but got 5}R&)Awyg>%\RaLXQ>~IsgZglHX	Dy
* Argument lhs must have NDArray type, but got s#L7f7P/bm+#9 u	?	{Xet}B7K^qX_7+.x?'Rf",0,605,66,0.0,928,1,6084.1,0.47
mxnet.ndarray.sparse.elemwise_sub,"* Argument lhs must have NDArray type, but got 72
* object of type 'float' has no len()
* Argument rhs must have NDArray type, but got 9VFJ
* Argument lhs must have NDArray type, but got >E}_,F@D=N/_$N-
* Argument lhs must have NDArray type, but got tu`M",0,588,56,0.0,939,0,5913.51,0.56
mxnet.ndarray.sparse.embedding,"* Argument weight must have NDArray type, but got 2846364022215725654
* object of type 'int' has no len()
* Argument data must have NDArray type, but got LEt'=)%)
* Argument data must have NDArray type, but got j4P2qc,O@'+5&;\k.o[U1}a%rU""qgj	&t0u 8sm|^uBBJ38D^4-,Bk7.QA7w%yl/U4]jZ#@Z~\$j<H`Kg5f}5T{PGh[_
* Argument data must have NDArray type, but got g2+u+7#?AHmX,8 #@i#*;>.g[NHN2Q_",0,675,45,0.0,1000,0,6802.61,0.51
mxnet.ndarray.sparse.exp,"* Argument data must have NDArray type, but got 1.617290719032029e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got OwS*F Qq1	lp\tw|:,
* Argument data must have NDArray type, but got PbjOhW^
* Argument data must have NDArray type, but got 4ZX{K&Gw",0,470,36,0.18999999999999995,874,167,4726.71,0.21
mxnet.ndarray.sparse.expm1,"* Argument data must have NDArray type, but got 6.162282309682914e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got .i,&^`847Yc:Tx>VQ'e|)6n0bn2qY}y,U@	h*!h6JYgTv""M2T+ ?Qg_eKS#Xo@ol2}wqiAx/ntPj;
* Argument data must have NDArray type, but got ZrE_N94Q3;1,i?6El$qp<yHiQslGu,sl=$r
* Argument data must have NDArray type, but got 4hs(kV8\J7wxjC/9AF^\ #!<DR [M&""=S8]He$?o]	]^ szfKq<H*Ek8?F+RK]%^w6v	b9kM,QhhQ8?;)?R[h	ID+Tn/Z[",0,444,38,0.20999999999999996,858,177,4466.59,0.24
mxnet.ndarray.sparse.fix,"* Argument data must have NDArray type, but got True
* object of type 'float' has no len()
* Argument data must have NDArray type, but got 
* Argument data must have NDArray type, but got Q--1""Lu@D;M[3	s:Z3'?5w3jz)g1RMr}z:IHmzOd^]
* Argument data must have NDArray type, but got `*NoxD}4 I^K'n""(oMaVLng7f`qYl4dGhw-<([`EP[ckrQc]D!Mc",0,454,38,0.20999999999999996,872,184,4567.5,0.23
mxnet.ndarray.sparse.floor,"* Argument data must have NDArray type, but got 1X':;e;E}S#8yB (XB[k^](B44x[ih$
* object of type 'float' has no len()
* Argument data must have NDArray type, but got 2;S/8]J!g]Ed$43}2{UY=XRx[AfrNXfiBj?0,@j-.Oe4@?p}gnh5Bfr}]TlvsNCKIDu>M4ReFY.W5	3T.rDnLM90UQ0wy@p>
* Argument data must have NDArray type, but got h>A=7j2';)b	60P3yE8hH~eU`
* Argument data must have NDArray type, but got ag{+M2nxh+ hIs",0,471,32,0.17000000000000004,855,149,4736.5,0.23
mxnet.ndarray.sparse.ftrl_update,"* Argument grad must have NDArray type, but got -8.610574783960537e+37
* object of type 'float' has no len()
* Argument grad must have NDArray type, but got 3nJ<Cq@qo=""
* Argument z must have NDArray type, but got X?B(imN^1AMfsJ7O7IB GIx$se2HN14h6 zx d~jzeV!/3Z&rO.eSqoh4@CZQ|`OrHv$s4H204c<F#`v~8nEg	)X\'4jh|""]D#~X907
* Argument n must have NDArray type, but got ^j@YD)'1cSz(v#.0M,{A_J}e",0,489,77,0.0,1000,0,4933.22,1.09
mxnet.ndarray.sparse.fullyconnected,"* Argument data must have NDArray type, but got False
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got Aa`UwAnH'>kHsG^h$-Y
* Argument bias must have NDArray type, but got .u7*-_eF
* Argument data must have NDArray type, but got n<2	)n[)k8kEV2-OFu<",0,590,64,0.0,1000,0,5938.36,0.71
mxnet.ndarray.sparse.gamma,"* Argument data must have NDArray type, but got -70
* object of type 'int' has no len()
* Argument data must have NDArray type, but got -02}?l~q3 [WPm+E}|$9rSxHu9WY?or}-ai+rErdci6Q	j""Q9Scp<M_61`9etR=k%""nW9Zm><,=Y1n&`R/$2L:[w1[=.;]2L)?^-5,JWFdC{	^J)y#lWV9ez2FzY;9S9
* Argument data must have NDArray type, but got FzT}O&Y)5AcnNZ0A@?8SBc,QDwJ86ra5a'iT
* Argument data must have NDArray type, but got Z.jEs'#g~0CS^ 23X!",0,462,37,0.19999999999999996,870,170,4646.28,0.25
mxnet.ndarray.sparse.gammaln,"* Argument data must have NDArray type, but got 29660.825871362133
* object of type 'int' has no len()
* Argument data must have NDArray type, but got 7:R6+Oip	&6,^B[j`""J)GM.BU8.g7/QbfbL[o$]],;oDoXI#)nMana]9]M0Q'b8ud|
* Argument data must have NDArray type, but got Hb,ii%E..
* Argument data must have NDArray type, but got @pKT:7vFq(RX$\]Pm[d.!blyW*F",0,467,44,0.18000000000000005,881,155,4696.09,0.3
mxnet.ndarray.sparse.linearregressionoutput,"* Argument data must have NDArray type, but got 6.067281613605226e+306
* object of type 'bool' has no len()
* Argument label must have NDArray type, but got ArY
* Argument data must have NDArray type, but got 5^;m^)$(XVh	Z_!};H$~LMmT~4$lZcVRZ' $A	$!OSdp""-4>rG4Vau8ScG-:W5M] Lsf=la$H45wEu#_k{NzL)OV-[nT4c
* Argument data must have NDArray type, but got KnqoJX(=Ul#!MhzW]",0,641,59,0.0,1000,1,6445.37,0.51
